"","desc","Concept","Domain","Gini_Types"
"50","PCT Asian","Family","Race",0.495752939203253
"51","PCT Hispanic Latino","Family","Race",0.4769771107021
"52","PCT Not Citizen","Family","Race",0.471482720481935
"48","PCT Black","Family","Race",0.471326877596062
"49","PCT American Indian","Family","Race",0.441722024344592
"47","PCT White","Family","Race",0.123626917499666
